#{"t_start": 1775187436.8245802, "env_id": "OpenTheChests-v2"}
r,l,t
-34.0,519,2519.688299
1.0,66,2519.762246
-32.0,518,2520.329213
-34.0,515,2520.893568
-78.0,320,2524.91285
-18.0,178,2525.109005
-2.0,82,2525.200018
-54.0,258,2525.483648
-15.0,155,2525.654646
-99.0,354,2526.060233
-79.0,323,2526.417364
-6.0,100,2526.528101
-152.0,518,2531.821362
-81.0,257,2532.104923
-22.0,211,2532.337304
-165.0,322,2532.690833
-23.0,212,2532.924106
-473.0,517,2533.495319
-35.0,229,2533.74867
-57.0,419,2538.510476
-64.0,406,2538.956926
-95.0,515,2539.523419
-51.0,354,2539.913228
-39.0,537,2543.775195
-29.0,515,2544.340715
-30.0,513,2544.90418
-31.0,534,2545.490958
-105.0,514,2549.383027
-154.0,514,2549.947266
-4.0,67,2550.022383
-4.0,65,2550.094751
0.0,69,2550.17141
-171.0,518,2550.737951
-33.0,115,2550.864902
-3.0,82,2550.955765
-175.0,515,2556.310701
1.0,50,2556.36724
-12.0,101,2556.479027
-43.0,357,2556.871171
-94.0,515,2557.435955
-23.0,242,2557.702585
-2.0,68,2557.778409
-59.0,338,2558.149365
-32.0,242,2558.414965
-53.0,515,2563.894643
-56.0,517,2564.461981
-52.0,514,2565.025992
-5.0,83,2565.118589
-43.0,515,2565.681061
1.0,50,2569.320744
-35.0,516,2569.887773
-42.0,516,2570.454978
-41.0,515,2571.020487
-35.0,527,2574.739102
-4.0,85,2574.833861
-34.0,516,2575.399145
-9.0,148,2575.562585
0.0,82,2575.653447
-40.0,516,2576.219323
-37.0,513,2576.781857
-107.0,515,2581.801841
-117.0,516,2582.367878
-107.0,435,2582.845019
-24.0,161,2583.022135
-38.0,241,2583.286345
-119.0,519,2587.490839
-62.0,514,2588.056692
-94.0,516,2588.625826
-70.0,515,2589.201119
-56.0,515,2592.905565
-48.0,531,2593.491248
-32.0,517,2594.061185
-48.0,515,2594.628579
-32.0,529,2598.623936
-32.0,515,2599.189361
-34.0,516,2599.75655
-36.0,514,2600.320194
-30.0,515,2604.110698
-31.0,514,2604.675572
-33.0,514,2605.239993
-32.0,514,2605.804856
-32.0,514,2609.769285
-31.0,514,2610.333157
-30.0,514,2610.895968
-36.0,526,2611.472159
-33.0,513,2615.39827
-34.0,538,2615.990556
-32.0,526,2616.569166
-32.0,528,2617.15042
-37.0,534,2621.032417
-33.0,515,2621.597239
-37.0,522,2622.170014
-29.0,513,2622.732643
-35.0,517,2626.672487
-41.0,514,2627.236617
-39.0,512,2627.798279
-38.0,516,2628.364005
-29.0,513,2632.095268
-30.0,517,2632.663304
-31.0,520,2633.234714
-29.0,516,2633.801385
-102.0,516,2637.860135
-129.0,513,2638.422556
-13.0,131,2638.567577
-146.0,517,2639.132448
-124.0,516,2643.091364
-78.0,518,2643.660009
-54.0,525,2644.237369
-92.0,515,2644.802671
-58.0,516,2648.663317
-51.0,516,2649.22979
-38.0,515,2649.79567
-41.0,514,2650.359728
-47.0,521,2654.256863
-38.0,516,2654.823768
-34.0,513,2655.386282
-38.0,518,2655.955741
-37.0,515,2659.753883
-32.0,518,2660.324652
-1.0,68,2660.400832
-31.0,516,2660.966278
-29.0,514,2661.530877
-33.0,517,2665.895113
-31.0,516,2666.462278
-32.0,513,2667.024969
-30.0,517,2667.593445
-33.0,527,2671.474295
-32.0,519,2672.04485
-31.0,515,2672.610363
-29.0,517,2673.1779
-81.0,519,2677.051773
-160.0,513,2677.615596
-152.0,521,2678.188053
-79.0,257,2678.471325
-159.0,517,2682.296404
-36.0,513,2682.859993
-41.0,515,2683.425452
-38.0,514,2683.988058
-34.0,518,2687.668684
-30.0,516,2688.235665
-30.0,514,2688.800121
-32.0,520,2689.371921
-30.0,515,2693.131876
-30.0,514,2693.695145
-29.0,518,2694.263004
-29.0,513,2694.826513
-31.0,519,2698.667382
-31.0,515,2699.23117
-29.0,516,2699.797065
-30.0,515,2700.361778
-30.0,521,2704.461797
-31.0,518,2705.029819
-29.0,514,2705.593418
-30.0,517,2706.160124
-29.0,515,2710.037738
-29.0,517,2710.60498
-30.0,516,2711.172345
-29.0,512,2711.735368
-29.0,517,2716.128084
-29.0,516,2716.693844
-29.0,517,2717.261719
-30.0,517,2717.982341
-29.0,515,2721.922148
-31.0,537,2722.511183
-33.0,533,2723.095627
-30.0,519,2723.664765
-31.0,533,2727.526028
-32.0,518,2728.095287
-30.0,515,2728.660719
-30.0,514,2729.225471
-30.0,517,2733.105837
-31.0,516,2733.672362
-30.0,515,2734.238397
-32.0,519,2734.808467
-30.0,515,2738.652149
-30.0,517,2739.22016
-30.0,517,2739.787646
-30.0,523,2740.362613
-30.0,515,2744.312132
-30.0,520,2744.884281
-32.0,550,2745.488735
-30.0,535,2746.076457
-29.0,514,2750.011049
-29.0,513,2750.573302
-30.0,514,2751.138417
-29.0,515,2751.704707
-30.0,518,2755.519622
-30.0,515,2756.085428
-30.0,515,2756.650829
-30.0,518,2757.220194
-30.0,514,2761.018909
-35.0,516,2761.586296
-35.0,514,2762.151104
-33.0,515,2762.716933
-32.0,516,2766.57741
-34.0,517,2767.144518
-38.0,517,2767.711591
-43.0,520,2768.281693
-37.0,517,2772.219301
-41.0,528,2772.800495
-37.0,514,2773.365225
-37.0,515,2773.961372
-44.0,520,2778.003379
-34.0,514,2778.568608
-33.0,514,2779.133706
-35.0,530,2779.716393
-36.0,515,2783.654478
-29.0,514,2784.252706
-31.0,514,2784.816296
-31.0,537,2785.405905
-32.0,515,2789.241409
-29.0,514,2789.805772
-30.0,515,2790.371343
-30.0,515,2790.937986
-32.0,519,2794.682499
-31.0,517,2795.249943
-33.0,535,2795.837366
-29.0,516,2799.405716
-30.0,515,2799.969704
-29.0,514,2800.533237
-29.0,515,2801.09854
-29.0,514,2804.957652
-29.0,516,2805.524204
-29.0,515,2806.090357
-29.0,516,2806.657435
-29.0,516,2810.408238
-29.0,516,2810.976027
-29.0,515,2811.542225
-29.0,517,2812.11034
-29.0,516,2815.879729
-29.0,516,2816.444824
-29.0,514,2817.009066
-29.0,518,2817.578178
-29.0,515,2821.409404
-30.0,512,2821.971905
-30.0,514,2822.536258
-30.0,513,2823.10106
-30.0,520,2827.041792
-33.0,522,2827.615168
-37.0,514,2828.179919
-33.0,515,2828.745393
-31.0,516,2832.550408
-34.0,514,2833.115209
-33.0,514,2833.679224
-32.0,515,2834.282983
